"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: October 2010 - December 2011","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 1/20/2012","","","","","",""

"","","","Oct-2010","Nov-2010","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011"
"513","[P]","    SCRIBD.COM","17,609","15,425","12,505","8,714","9,567","11,461","10,032","11,982","11,131","8,731","8,589","8,395","9,350","10,788","8,183"
"514","[P](u)","    SENDSPACE.COM","9,866","9,050","8,665","8,763","7,719","8,519","7,848","8,286","8,156","8,471","8,259","8,714","8,850","8,542","8,108"
"515","[P](U)","    AccuWeather Sites","12,754","12,151","13,425","12,678","10,894","9,727","10,412","10,138","9,625","12,077","15,221","13,172","12,078","7,560","8,099"
"516","[P]","    DOMAINTOOLS.COM","6,891","5,482","5,782","7,608","6,839","7,395","6,793","6,173","6,154","6,311","6,641","7,938","8,465","8,860","8,095"
"517","[P]","    51JOB.COM","6,095","6,428","5,367","4,736","6,642","7,053","6,271","7,427","6,970","7,726","7,498","7,250","8,191","9,298","8,012"
"518","[P]","    Avon Products Inc.","7,966","8,732","8,043","7,770","7,506","8,071","7,291","7,762","7,588","7,602","7,158","7,485","8,321","8,802","7,975"
"519","[P]","    Habbo Network","6,425","6,999","11,622","10,300","9,140","8,456","8,073","8,439","8,840","9,957","9,046","7,665","7,859","7,266","7,962"
"520","[P](U)","    Channel4","9,199","9,074","8,794","9,609","8,166","7,724","6,838","7,212","7,524","7,210","7,376","7,492","7,425","8,063","7,950"
"521","[P](U)","    E.W. Scripps","6,197","6,699","6,419","6,869","6,296","6,680","6,309","6,639","8,118","8,359","9,102","8,344","8,098","8,165","7,923"
"522","[P]","    TD Bank Financial Group","7,726","7,449","7,715","7,719","8,160","7,766","7,468","7,328","7,473","8,008","8,403","8,005","8,343","7,899","7,914"
"523","[P](u)","    Grupo Televisa","7,568","7,575","7,040","7,773","7,857","8,652","8,364","9,138","8,244","8,266","8,688","8,824","9,614","8,914","7,910"
"524","[P]","    52PK.COM","3,717","3,996","3,388","4,367","5,008","4,913","5,439","5,489","7,059","7,414","6,789","7,438","7,302","7,944","7,866"
"525","[P](u)","    Hutchison Whampoa","7,667","7,475","6,971","6,220","5,611","5,885","5,792","6,217","6,320","6,391","7,187","7,512","7,305","7,740","7,862"
"526","[P](u)","    Getty Images, Inc","8,421","8,599","8,056","8,155","7,925","8,412","6,031","6,544","9,488","8,368","6,720","7,517","7,006","8,088","7,855"
"527","[P](U)","    Sonico Inc.","11,129","12,240","14,418","12,924","11,602","12,206","12,011","11,156","9,945","9,128","7,855","8,801","8,887","8,282","7,854"
"528","[P]","    Activision Blizzard","7,747","9,713","6,638","8,231","6,886","4,737","3,806","7,596","7,294","8,085","5,995","5,869","7,421","13,416","7,821"
"529","[P]","    BNP Paribas","7,261","7,120","7,021","8,219","7,094","7,354","6,942","7,130","7,382","7,197","8,098","7,221","7,981","7,822","7,800"
"530","[P]","    Southwest Airlines Co.","9,473","9,569","9,803","10,911","8,951","9,108","8,009","8,797","9,661","9,849","8,677","8,483","8,985","9,196","7,798"
"531","[P]","    Lotte Group","5,815","5,086","6,243","6,202","5,187","5,398","5,161","6,090","5,559","6,260","6,625","6,603","7,404","6,920","7,790"
"532","[P]","    TIEXUE.NET","5,583","4,745","5,510","5,933","4,515","5,876","4,713","5,622","6,091","6,279","6,509","6,532","5,973","6,764","7,747"
"533","[P]","    MAPBAR.COM","4,548","3,765","2,518","4,034","3,261","4,060","3,391","4,395","3,559","4,915","4,450","4,390","5,592","7,678","7,735"
"534","[P]","    PSA Peugeot Citroën","8,067","7,906","6,138","7,462","7,437","8,455","7,692","8,880","8,564","8,145","7,079","9,950","8,763","9,215","7,708"
"535","[P](u)","    Kraft Foods","6,682","7,677","7,606","5,369","4,855","5,055","5,051","5,267","4,786","5,337","5,802","5,612","6,377","7,465","7,671"
"536","[P]","    Ancestry.com, Inc.","8,371","7,733","6,995","8,845","8,654","8,229","7,439","7,182","7,469","7,743","7,730","8,353","8,206","7,939","7,663"
"537","[P]","    CafePress","6,223","6,500","7,129","5,323","4,833","5,495","5,448","5,296","5,737","5,504","5,973","5,909","6,199","6,917","7,630"
"538","[P]","    KAPOOK.COM","6,601","6,319","6,279","6,475","6,158","6,498","6,226","6,660","6,322","6,623","6,941","7,521","7,940","7,387","7,581"
"539","[P]","    EZINEARTICLES.COM","23,887","22,869","21,722","24,124","20,346","17,215","12,420","10,847","10,300","10,615","9,752","9,942","10,279","8,615","7,550"
"540","[P](u)","    Youthology Kids (Evolve Media Corp.)","5,624","5,496","5,744","5,174","4,266","5,841","7,045","8,193","5,918","7,387","7,152","6,923","8,170","7,022","7,539"
"541","[P]","    INFO.COM*","5,311","4,703","4,068","4,429","4,201","4,348","4,320","4,841","5,058","5,554","5,814","6,845","7,657","7,618","7,523"
"542","[P]","    InnoGames GmbH","12,847","13,841","11,364","12,260","12,694","13,621","11,621","10,598","8,140","8,472","7,951","8,587","8,443","7,846","7,520"
"543","[P](u)","    ForumCommunity","8,238","8,383","8,073","8,770","7,828","7,927","7,308","7,783","6,952","6,633","7,086","7,520","8,334","7,971","7,432"
"544","[P]","    Bauer Consumer Media","6,566","6,808","6,983","6,963","6,172","6,086","6,136","6,486","6,464","6,727","6,642","6,264","7,191","7,356","7,424"
"545","[P]","    WebMediaBrands Inc.","9,142","8,203","7,379","8,138","7,625","8,189","7,313","8,210","6,539","6,328","6,157","7,027","8,492","8,370","7,386"
"546","[P]","    Ubisoft Entertainment","4,712","5,602","5,733","4,791","3,824","3,931","4,440","4,185","6,075","4,549","5,563","6,933","7,932","7,672","7,350"
"547","[P]","    TGBUS.COM","5,567","4,842","5,186","6,369","5,142","4,341","4,464","5,037","5,102","6,091","6,096","6,095","7,277","6,949","7,327"
"548","[P]","    Office Depot","6,091","7,497","6,712","6,789","6,198","5,703","4,903","5,146","5,097","5,442","7,062","6,727","5,851","7,164","7,311"
"549","[P]","    Oricon","7,998","7,179","7,447","6,426","5,885","5,861","5,554","7,076","8,160","6,947","6,438","6,844","6,600","7,047","7,306"
"550","[P]","    KPN","7,017","7,054","6,624","7,748","6,854","7,257","6,429","7,062","7,139","7,068","7,676","7,031","7,693","7,536","7,288"
"551","[P]","    CRI Online Sites","5,472","4,439","5,205","6,339","5,092","6,116","4,836","4,862","5,184","5,588","5,590","5,798","6,359","6,802","7,238"
"552","[P]","    Deutsche Bahn","7,247","7,136","8,245","6,667","6,322","7,088","6,850","6,760","7,197","7,813","7,664","7,262","7,678","6,896","7,222"
"553","[P]","    2CH.NET","10,227","9,611","9,617","9,429","5,650","6,449","5,493","5,936","5,657","6,248","7,723","7,333","7,919","7,536","7,205"
"554","[P](u)","    Belo","6,615","7,666","7,220","7,666","7,977","7,959","8,419","8,314","7,691","8,804","8,493","9,832","9,694","8,268","7,173"
"555","[P]","    114LA.COM","6,075","5,861","6,136","7,522","7,535","7,119","6,409","6,954","6,982","7,469","7,903","7,480","7,181","6,978","7,129"
"556","[P]","    Coupons, Inc.","6,181","6,335","5,687","6,516","5,490","5,633","6,545","7,494","7,178","6,948","7,100","7,830","8,866","8,354","7,119"
"557","[P]","    PokerStars","12,494","10,734","10,985","10,606","9,644","9,214","8,290","8,385","7,387","7,145","6,147","6,847","7,361","7,059","7,084"
"558","[P](u)","    Lee Enterprises, Incorporated","5,154","4,608","4,392","5,057","4,874","4,831","4,285","4,752","4,745","6,156","6,182","6,799","7,627","7,410","7,080"
"559","[P]","    SH.CN","4,080","4,385","3,935","4,187","4,187","4,517","4,633","5,924","5,227","5,577","4,714","5,923","5,087","6,624","7,007"
"560","[P]","    IBM","8,714","8,117","7,385","6,880","5,999","7,131","4,854","5,968","7,770","7,582","6,695","7,201","6,552","6,685","6,955"
"561","[P]","    Fuji Television Network","8,375","7,578","7,035","7,349","6,364","7,339","7,131","7,057","6,745","7,005","7,773","7,197","7,508","7,069","6,930"
"562","[P]","    OVH Sites","5,878","7,232","5,621","6,793","4,621","5,187","4,879","5,895","5,011","4,657","4,573","5,258","5,624","6,429","6,928"
"563","[P](u)","    Gruppo Fiat","6,431","6,593","5,731","5,912","5,694","5,668","5,697","6,231","5,970","5,997","5,657","6,260","6,898","6,592","6,922"
"564","[P]","    IKM Internet Kaufmarkt","7,138","6,902","6,473","6,727","9,228","10,068","8,316","8,863","8,499","8,177","8,289","7,672","7,985","7,706","6,901"
"565","[P](u)","    MERCHANTCIRCLE.COM","8,004","7,335","7,326","8,971","7,969","6,262","4,776","5,128","5,549","5,404","6,012","5,983","7,973","6,980","6,898"
"566","[P](U)","    PLENTYOFFISH.COM","6,374","6,516","6,835","7,004","6,082","6,173","6,125","6,903","6,316","6,635","7,735","8,013","7,101","6,851","6,895"
"567","[P]","    Portugal Telecom","8,409","8,341","7,186","7,245","6,621","7,237","7,107","7,872","7,884","7,959","8,339","8,235","8,266","7,854","6,893"
"568","[P]","    CITY-DATA.COM","7,108","6,594","6,295","6,844","6,085","6,882","6,487","7,078","7,051","7,134","7,219","7,049","7,469","6,673","6,886"
"569","[P]","    RAPIDLIBRARY.COM","1,386","1,077","788","951","1,741","2,019","2,379","3,228","3,479","3,591","3,595","3,805","4,502","5,219","6,870"
"570","[P]","    VATGIA.COM","3,046","3,052","3,065","3,138","3,098","3,342","2,884","3,080","3,301","3,558","5,831","6,211","6,575","6,705","6,857"
"571","[P]","    ZHAOPIN.COM","5,894","6,045","4,115","3,863","5,936","6,761","5,579","6,071","5,187","6,535","5,652","7,068","7,283","8,323","6,853"
"572","[P]","    TBS Group","5,403","5,330","4,717","5,050","4,172","5,487","5,262","4,991","5,091","5,456","5,975","6,744","6,946","6,195","6,843"
"573","[P]","    Spiegel Verlag","6,881","7,078","6,433","6,566","6,207","7,854","6,027","7,426","7,020","6,413","6,451","6,467","7,124","7,338","6,795"
"574","[P]","    MONOGRAFIAS.COM","11,489","11,491","6,248","6,283","8,856","10,547","9,456","11,711","9,862","7,263","10,979","12,687","12,843","12,260","6,795"
"575","[P]","    Directv Sites","6,604","8,380","8,752","6,999","6,002","5,735","5,344","5,998","5,370","5,534","7,211","7,027","6,774","7,101","6,795"
"576","[P]","    GAMEZER.COM","14,449","13,566","12,346","11,207","10,476","9,858","9,380","9,114","9,572","9,233","9,025","8,074","7,289","6,577","6,774"
"577","[P]","    Art.com Sites","5,591","5,838","6,133","6,036","5,900","6,559","6,002","6,536","7,063","6,599","7,159","7,765","7,391","7,121","6,737"
"578","[P]","    Hilton Hotels","6,219","5,483","5,432","7,353","6,488","6,870","6,206","6,839","7,693","7,721","7,293","6,429","6,603","6,407","6,687"
"579","[P]","    CA.GOV","7,000","7,088","6,780","7,447","6,874","7,567","6,822","6,538","6,698","8,004","8,131","7,398","7,569","7,165","6,681"
"580","[P]","    SONGS.PK","6,684","6,229","6,133","6,518","6,005","6,170","6,126","6,802","7,257","7,083","6,654","7,643","7,035","7,208","6,678"
"581","[P]","    SBS (Seoul Broadcasting System)","7,310","6,006","7,273","7,632","5,442","6,228","6,098","7,453","6,895","7,690","7,916","7,185","8,569","6,461","6,675"
"582","[P]","    DIRECT.GOV.UK","7,530","7,087","6,082","8,248","7,550","7,911","7,538","7,669","7,545","7,799","9,080","8,304","9,094","8,514","6,637"
"583","[P](u)","    Media General Sites","4,790","5,205","4,940","5,389","4,667","5,079","4,470","4,591","5,307","6,082","7,638","5,656","5,472","5,952","6,632"
"584","[P]","    1616.NET","5,257","5,822","4,904","5,422","5,591","7,721","7,220","7,366","8,266","12,610","9,614","8,175","7,901","7,120","6,624"
"585","[P]","    Ryanair","8,265","7,765","7,013","8,646","8,072","8,541","7,748","8,858","9,212","9,603","9,403","8,544","8,164","7,669","6,616"
"586","[P]","    Hyves","8,953","9,013","9,777","8,474","8,200","8,344","8,010","8,321","8,105","7,836","7,793","7,608","7,465","6,956","6,615"
"587","[P]","    2SHARED.COM","7,029","6,398","5,449","4,827","4,467","4,510","4,656","5,102","4,944","5,110","5,188","5,659","6,172","6,083","6,593"
"588","[P]","    COOKPAD.COM","6,671","6,424","6,114","6,273","6,433","5,596","5,568","6,885","6,091","5,769","6,097","6,418","6,961","6,487","6,574"
"589","[P]","    YAM.COM","5,816","5,770","5,624","6,162","5,470","5,794","5,419","5,686","5,968","6,103","5,978","6,457","7,109","6,836","6,574"
"590","[P](u)","    Live Nation Network","5,670","6,109","6,311","6,326","6,348","6,951","6,435","6,550","7,739","7,763","7,481","6,144","6,599","7,346","6,545"
"591","[P]","    EUROPA.EU","6,062","6,145","4,876","6,453","6,019","6,401","5,458","6,603","5,730","5,152","4,979","6,277","7,093","7,646","6,521"
"592","[P]","    BIGMIR.NET","4,286","4,914","4,666","4,708","4,521","4,749","4,209","4,443","4,367","4,219","4,415","4,455","5,689","6,239","6,516"
"593","[P]","    JSOFTJ.COM","8,896","8,323","8,217","7,899","7,300","7,204","6,067","6,393","6,697","6,237","5,665","6,399","6,152","5,892","6,513"
"594","[P]","    Notrefamille.com Sites","4,478","5,161","4,826","4,284","3,817","4,065","3,721","4,370","4,252","3,198","3,700","4,830","5,207","6,386","6,459"
"595","[P]","    ITV Sites","6,552","7,509","6,988","5,667","5,347","5,229","5,025","5,482","4,477","4,036","4,053","6,311","7,114","7,612","6,431"
"596","[P]","    Compare Infobase Limited","5,085","5,592","7,459","6,347","5,482","4,414","4,559","4,913","5,004","4,730","4,439","4,439","4,120","4,104","6,430"
"597","[P](u)","    China Telecom Sites","13,718","15,179","12,898","9,079","7,672","6,797","6,081","5,770","6,260","7,841","6,102","5,892","6,931","6,245","6,326"
"598","[P]","    Gruppo Editoriale Espresso","6,033","6,192","5,898","6,030","5,969","6,227","5,674","6,227","6,133","5,655","5,382","6,195","6,772","6,758","6,302"
"599","[P]","    Twenga","18,786","18,439","15,288","14,289","12,403","12,991","11,971","10,643","9,590","7,843","8,023","7,643","8,198","8,097","6,299"
"600","[P]","    UUU9.COM","4,311","3,530","3,325","4,974","4,657","3,981","3,765","4,587","5,085","5,930","5,725","4,971","5,920","5,212","6,273"
"601","[P]","    Publieke Omroep","6,315","6,475","6,309","6,477","6,254","6,122","5,663","5,945","5,643","5,841","5,986","5,940","6,054","5,858","6,193"
"602","[P](u)","    British Telecommunications","6,594","6,677","5,951","6,324","6,931","7,054","6,238","6,349","6,407","6,180","6,830","6,997","7,657","6,764","6,167"
"603","[P]","    Groupe LDLC.com","4,685","5,020","4,690","4,921","4,473","4,824","4,236","4,258","4,876","4,343","4,711","5,784","5,866","5,380","6,155"
"604","[P]","    NASA.GOV","5,415","6,158","7,008","5,533","5,390","6,338","4,597","5,739","5,072","4,846","5,737","7,009","5,605","6,261","6,138"
"605","[P](u)","    Telegraaf Media Groep","4,609","4,269","4,097","4,483","4,148","4,442","4,221","4,659","4,494","4,429","4,377","4,333","4,476","4,473","6,116"
"606","[P]","    METEOFRANCE.COM","5,227","7,107","10,401","5,622","4,862","5,205","6,795","7,242","8,184","8,260","8,383","6,883","5,860","5,731","6,101"
"607","[P]","    Take 2 Interactive","4,999","4,463","4,488","4,753","4,056","4,251","4,352","4,813","4,910","4,989","5,229","5,271","7,485","8,654","6,059"
"608","[P](u)","    B5Media","8,150","6,654","7,074","7,205","7,565","7,131","6,233","6,450","5,583","5,444","5,517","5,721","5,795","5,518","6,006"
"609","[P]","    AVS4YOU.COM","6,933","6,877","6,196","6,505","6,036","6,340","6,155","6,103","5,330","5,121","5,073","5,271","6,138","5,967","5,985"
"610","[P]","    YOKA.COM*","4,379","5,255","5,339","5,265","5,370","5,525","4,318","5,528","6,127","6,591","6,922","7,627","7,000","7,569","5,958"
"611","[P]","    News Interactive Pty Limited","5,689","5,969","5,924","6,844","6,351","9,680","7,404","9,067","8,199","7,523","6,993","6,744","7,261","6,186","5,954"
"612","[P]","    Discover Financial Services","5,246","4,861","5,420","5,042","4,986","4,492","4,406","4,632","5,620","5,928","5,659","5,804","6,373","6,144","5,904"
"613","[P](u)","    Interactive One","5,038","4,937","5,444","4,112","3,695","4,412","4,256","5,162","4,982","5,275","5,707","6,324","5,750","5,646","5,885"
"614","[P]","    CDUNIVERSE.COM","4,549","7,821","6,615","4,709","3,880","4,512","4,266","4,587","4,445","4,845","5,032","5,274","5,431","5,531","5,857"
"615","[P](u)","    Transcontinental Digital","5,454","5,705","5,426","5,482","5,061","5,437","5,407","5,588","5,392","5,111","5,205","5,322","5,697","5,764","5,855"
"616","[P]","    PANET.CO.IL","4,478","4,443","4,707","4,550","4,433","4,680","4,708","5,310","4,937","5,096","5,902","6,235","5,671","5,500","5,847"
"617","[P]","    RARLAB.COM","5,566","5,214","5,157","5,457","4,757","5,079","4,689","5,281","5,202","4,930","5,260","5,612","6,103","6,122","5,845"
"618","[P]","    InterContinental Hotels Group","6,469","5,378","5,367","5,741","5,517","5,981","5,037","5,900","6,592","7,084","6,279","6,066","6,301","5,902","5,777"
"619","[P]","    Nippon Television Network","4,907","5,215","4,924","5,145","4,064","5,219","4,879","4,565","4,027","4,496","5,170","5,105","6,085","5,276","5,774"
"620","[P]","    Marriott","6,791","6,080","5,235","6,877","6,262","6,696","5,940","6,497","6,853","7,351","6,848","6,881","6,764","6,248","5,770"
"621","[P]","    HomeAway","4,465","4,226","4,244","6,825","6,472","6,187","5,682","6,244","7,208","7,831","6,733","5,351","4,795","4,904","5,740"
"622","[P]","    ED.GOV","5,958","5,894","5,703","8,996","8,855","8,605","7,509","7,583","7,657","8,021","8,612","6,573","6,322","5,595","5,726"
"623","[P]","    Air France-KLM Group","6,666","5,178","6,052","6,934","5,987","5,742","5,360","5,888","6,029","6,616","5,874","6,213","6,273","6,471","5,701"
"624","[P]","    Oberon Media, Inc","4,225","4,003","3,856","4,088","3,364","3,109","2,657","2,471","2,396","2,491","2,240","1,901","1,838","6,086","5,684"
"625","[P]","    OYUNLAR1.COM","9,128","9,291","9,549","9,576","8,846","8,488","8,468","8,555","9,207","9,876","9,589","7,943","6,670","6,752","5,623"
"626","[P]","    Delta Airlines","6,387","5,691","6,277","6,714","5,816","5,907","5,258","5,951","6,673","6,601","6,840","5,925","6,825","6,128","5,614"
"627","[P](u)","    Unilever","5,058","5,160","5,428","4,487","4,323","5,526","5,584","6,869","7,723","6,543","5,955","6,867","6,272","5,949","5,598"
"628","[P]","    EasyGroup","6,375","6,083","5,463","7,865","6,335","7,636","6,633","7,741","7,398","7,772","7,132","7,257","6,820","6,232","5,573"
"629","[P]","    PChome Online","5,267","5,348","5,140","5,134","4,812","4,795","4,451","4,829","4,653","4,108","4,286","4,622","5,562","5,542","5,532"
"630","[P]","    Allesklar.com AG Sites","6,033","5,834","5,443","6,412","5,867","5,761","5,537","5,870","6,039","6,100","6,261","6,132","6,381","5,828","5,516"
"631","[P](u)","    Belgacom Group","4,806","4,604","4,440","4,401","4,366","4,360","4,068","5,014","4,881","4,362","4,725","4,659","5,412","5,203","5,510"
"632","[P]","    United Business Media","4,811","5,091","4,050","4,375","4,614","4,111","4,751","5,156","5,620","5,168","5,918","5,258","5,951","6,052","5,505"
"633","[P]","    Kiabi","5,175","5,488","5,182","7,744","5,972","5,550","4,371","5,305","5,941","6,542","6,278","5,955","6,865","6,033","5,484"
"634","[P]","    Hankyoreh Newspaper","4,267","3,909","3,948","3,874","3,348","4,056","3,855","4,827","3,929","4,840","5,025","5,202","6,021","5,561","5,426"
"635","[P](U)","    Trader Media Group","5,955","5,756","5,338","8,102","7,432","7,269","5,732","6,227","6,118","6,258","6,648","6,938","6,491","6,156","5,421"
"636","[P]","    SHOPLOCAL.COM","3,883","6,500","5,277","3,373","3,114","3,317","3,052","3,323","3,078","3,431","4,275","3,670","3,483","7,815","5,411"
"637","[P]","    XAT.COM","4,576","9,452","3,733","3,989","3,480","3,762","3,981","4,704","4,915","5,178","5,207","5,093","5,098","5,038","5,393"
"638","[P](u)","    Citrix Systems, Inc.","4,935","4,632","4,184","5,161","4,883","4,862","4,874","4,713","5,240","5,184","5,505","5,644","6,305","6,453","5,391"
"639","[P]","    WordPress","148,133","147,510","137,226","141,605","137,720","149,736","141,917","158,032","150,784","195,181","200,618","213,705","223,343","5,404","5,391"
"640","[P]","    Miarroba Networks","7,202","8,268","7,860","8,524","8,039","8,160","7,720","7,266","6,932","6,650","7,266","6,914","6,762","6,444","5,389"
"641","[P]","    Accor","5,753","5,471","4,977","6,122","5,371","6,060","5,876","7,064","7,550","7,388","6,626","7,004","6,724","6,016","5,365"
"642","[P](U)","    HealthCentral","8,006","8,032","7,336","8,735","7,501","6,332","5,171","4,821","4,195","4,395","4,413","4,412","4,354","4,927","5,343"
"643","[P]","    American Airlines","5,364","4,952","5,188","6,036","5,875","6,104","5,293","5,681","5,819","5,970","5,427","5,491","5,707","5,975","5,339"
"644","[P]","    Interpark","5,276","4,983","5,705","5,908","5,229","5,366","4,922","5,751","5,273","5,351","5,759","5,361","5,503","4,957","5,314"
"645","[P]","    China Economic Net","3,236","2,789","2,716","2,948","2,408","3,421","2,909","3,362","3,530","3,922","4,774","4,044","3,852","5,135","5,294"
"646","[P]","    IRS.GOV","4,640","3,752","4,518","14,016","18,736","12,773","12,337","5,313","5,003","4,808","4,864","4,431","4,659","4,728","5,232"
"647","[P]","    AL-WLID.COM","6,164","5,941","5,047","4,732","4,323","4,292","4,246","4,779","4,806","4,385","5,417","4,649","4,669","5,424","5,193"
"648","[P]","    Blockbuster Inc.","4,344","4,673","5,167","5,339","4,133","3,699","3,579","3,673","3,656","4,229","4,090","4,622","5,256","5,096","5,190"
"649","[P]","    CYBERLINK.COM","3,258","3,155","3,346","3,459","3,156","3,369","3,526","3,880","3,896","4,019","4,179","4,819","5,057","5,000","5,163"
"650","[P]","    CRSKY.COM","3,366","2,445","2,513","2,295","1,814","2,708","2,367","3,661","3,704","4,063","4,711","4,771","5,372","4,536","5,156"
"651","[P](u)","    VUI.VN","1,092","1,461","1,503","1,544","1,755","1,959","1,528","1,740","1,833","2,341","2,491","4,608","5,023","5,276","5,151"
"652","[P]","    HMV","6,800","7,616","7,950","6,183","4,938","5,300","4,938","4,952","4,537","4,594","4,504","5,023","5,555","3,961","5,118"
"653","[P]","    UUSEE.COM","6,525","6,913","6,324","8,595","9,846","9,511","9,416","7,590","7,885","7,972","6,526","6,842","5,744","5,580","5,101"
"654","[P]","    BRG8.COM","7,681","8,151","8,021","6,750","5,903","6,121","5,203","5,031","4,961","4,653","4,809","4,931","4,599","4,657","5,056"
"655","[P]","    Altice","6,124","6,185","5,377","6,518","5,213","6,410","5,099","5,938","6,093","6,329","6,231","6,891","5,978","5,617","5,030"
"656","[P]","    WILEY.COM","6,152","5,660","3,750","3,765","4,023","4,482","4,414","4,482","3,897","3,458","3,559","4,435","5,425","5,582","5,005"
"657","[P]","    KBB.COM","5,550","5,130","5,512","6,560","5,872","6,443","5,798","5,679","5,579","6,013","6,375","5,796","6,210","5,473","4,955"
"658","[P]","    KBS (Korean Broadcasting System)","5,387","4,257","4,602","4,683","4,535","4,359","4,532","5,099","4,549","4,945","5,384","4,965","5,336","5,183","4,886"
"659","[P]","    Telstra Corporation Limited","5,076","4,782","4,583","4,774","4,421","4,946","4,865","5,192","5,167","5,289","5,475","5,978","5,658","4,988","4,765"
"660","[P]","    JEERAN.COM","7,825","7,180","6,803","5,761","4,012","3,571","4,592","4,808","3,610","3,344","3,435","3,854","4,314","4,177","4,716"
"661","[P]","    MBC (Munhwa Broadcasting Corp.)","3,994","3,157","3,635","4,280","3,773","4,239","4,247","4,905","4,673","4,585","4,569","4,748","4,907","4,186","4,688"
"662","[P]","    Cablevision","8,237","9,247","9,424","9,060","7,438","8,413","8,014","7,651","3,657","3,698","4,375","3,966","3,874","3,851","4,669"
"663","[P]","    BOOSJ.COM","2,684","2,812","2,646","2,569","3,320","4,623","5,255","4,673","4,066","4,606","3,396","4,001","3,361","4,364","4,629"
"664","[P]","    LEO.ORG","5,832","5,862","5,396","5,707","5,144","5,079","4,629","5,364","4,994","4,599","4,581","5,190","5,028","5,045","4,625"
"665","[P]","    DeNA Co., Ltd.","6,323","5,990","5,568","5,931","5,291","5,182","5,056","5,209","4,712","4,293","4,715","4,791","5,080","4,570","4,621"
"666","[P]","    EMP3WORLD.COM","5,873","6,254","6,005","5,635","4,635","4,628","4,333","4,592","4,606","4,488","4,233","4,370","4,563","4,833","4,575"
"667","[P]","    YAMAHA","5,103","4,413","4,067","4,168","3,941","4,753","4,312","4,591","4,231","4,555","4,543","4,923","4,760","4,715","4,547"
"668","[P]","    READNOVEL.COM","3,054","2,938","2,924","3,013","3,497","3,348","3,828","4,381","2,953","3,504","4,213","4,160","3,526","4,030","4,518"
"669","[P]","    CQVIP.COM","3,413","3,660","2,631","2,088","2,071","2,621","2,446","2,194","2,721","1,979","2,555","3,761","3,312","4,586","4,489"
"670","[P]","    OHMYNEWS.COM","3,445","3,142","3,440","3,905","3,324","3,619","3,396","3,953","3,957","4,876","4,722","4,509","5,737","4,471","4,485"
"671","[P]","    RBC Financial Group","4,571","4,421","4,574","4,687","4,480","4,543","4,241","4,459","4,554","4,615","4,778","4,861","5,187","4,628","4,472"
"672","[P]","    FLASHGAMES247.COM","4,776","5,472","5,515","5,815","4,740","4,659","4,326","4,320","4,609","4,979","4,318","4,205","4,323","4,337","4,455"
"673","[P]","    HAWAAWORLD.COM","4,954","4,442","3,948","4,290","3,448","4,246","4,455","4,853","5,025","4,243","4,378","4,411","4,783","4,140","4,444"
"674","[P]","    IP138.COM","4,613","3,732","3,088","4,361","3,255","4,156","3,310","4,101","3,976","4,710","4,153","4,141","4,109","4,409","4,435"
"675","[P]","    eNet","4,178","4,074","3,497","3,920","3,080","3,317","2,828","3,210","3,677","4,362","4,405","3,664","4,727","4,784","4,394"
"676","[P]","    Adoos Classifieds S.L.","5,944","6,745","5,706","6,879","5,909","6,830","5,680","6,320","5,650","5,298","5,906","5,968","5,946","5,559","4,391"
"677","[P]","    Tchibo","4,993","4,968","4,932","4,291","3,787","3,705","3,557","4,012","3,681","3,993","4,282","4,096","4,263","4,517","4,342"
"678","[P]","    Estee Lauder Sites","3,169","3,427","3,391","3,120","2,759","3,071","3,052","3,148","3,139","3,138","3,245","3,858","3,999","4,005","4,294"
"679","[P]","    Kipubli","5,417","5,359","4,645","4,803","4,946","4,890","4,425","4,611","4,246","3,614","3,935","4,484","4,657","4,834","4,288"
"680","[P](u)","    NHL Network","8,536","8,143","8,479","8,833","8,348","9,312","11,616","8,748","7,832","4,712","3,650","2,987","4,384","4,333","4,287"
"681","[P]","    Fotosearch, LLC","9,367","9,158","7,625","8,475","7,456","6,923","5,636","5,460","5,108","4,514","5,275","5,659","5,785","5,397","4,270"
"682","[P]","    ARABSEYES.COM","9,400","8,378","8,091","7,724","6,887","7,220","6,389","6,780","5,724","5,403","6,444","6,777","7,098","4,833","4,258"
"683","[P]","    MeetIC - Match","4,740","4,465","4,533","4,473","3,846","4,785","4,237","4,375","4,181","4,316","4,610","5,261","5,619","4,882","4,254"
"684","[P]","    WANMEI.COM","4,513","4,687","6,719","5,122","3,226","4,656","6,597","4,431","3,483","1,871","2,429","5,330","4,273","2,373","4,244"
"685","[P]","    Eastman Kodak","5,020","5,524","6,185","5,034","3,656","3,794","3,518","3,773","3,826","3,663","3,718","4,029","3,951","4,137","4,221"
